Unnamed: 0,price,full_address,zipcode,beds,baths,latitude,longitude
1,1150000,"1541 N Carolina Ave NE, Washington, DC 20002",20002,3,4,38.892773,-76.98295
2,28995000,"2400 Foxhall Rd NW, Washington, DC 20007",20007,5,9,38.92223,-77.09005
3,1195000,"5348 29th St NW, Washington, DC 20015",20015,4,4,38.96019,-77.05902
4,425900,"36 Channing St NW #A, Washington, DC 20001",20001,3,2,38.92219,-77.01049
5,325000,"4100 W W St NW #411, Washington, DC 20007",20007,2,1,38.91934,-77.08196
6,260000,"2521-2521A Minnesota Ave SE, Washington, DC 20020",20020,3,2,38.8739,-76.9695
7,600000,"1126 Montello Ave NE, Washington, DC 20002",20002,3,2,38.90352,-76.98989
9,999900,"1679 Montello Ave NE, Washington, DC 20002",20002,6,4,38.9088,-76.98572
11,116900,"505 Kennedy St NW UNIT 202, Washington, DC 20011",20011,2,1,38.95665,-77.0202
12,729500,"2415 20th St NW APT 27, Washington, DC 20009",20009,2,2,38.92175,-77.04657
14,599000,"2007 O St NW APT 105, Washington, DC 20036",20036,2,1,38.90882,-77.04546
15,724900,"213 Webster St NW, Washington, DC 20011",20011,3,2,38.94452,-77.01485
16,499000,"1507 Queen St NE, Washington, DC 20002",20002,2,2,38.90491,-76.98197
18,950000,"1008 Euclid St NW, Washington, DC 20001",20001,3,4,38.92371,-77.02595
19,1252000,"1332 Newton St NE, Washington, DC 20017",20017,5,4,38.93391,-76.98775
20,1075000,"1216 W St NW, Washington, DC 20009",20009,3,3,38.91902,-77.02891
22,724900,"241 14th Pl NE, Washington, DC 20002",20002,2,2,38.89306,-76.98431
23,175000,"3464 23rd St SE, Washington, DC 20020",20020,2,1,38.84588,-76.97144
24,1249000,"18 Quincy Pl NE, Washington, DC 20002",20002,4,4,38.91204,-77.00807
26,739900,"143 1st St S, Washington, DC 20001",20001,3,3,38.88751,-77.01216
27,199999,"1301 Delaware Ave SW APT N614, Washington, DC 20024",20024,2,2,38.8742,-77.01545
28,349000,"3018 12th St NE UNIT 1, Washington, DC 20017",20017,2,2,38.92814,-76.99084
29,860000,"88 V St SW APT 807, Washington, DC 20024",20024,1,2,38.8645,-77.01182
30,1069000,"824 Otis Pl NW, Washington, DC 20010",20010,5,5,38.93392,-77.02516
31,925000,"605 Acker Pl NE, Washington, DC 20002",20002,3,3,38.89662,-76.99799
32,1099000,"1015 Paper Mill Ct NW #1015, Washington, DC 20007",20007,3,3,38.90323,-77.06405
33,849500,"1536 1st St NW, Washington, DC 20001",20001,3,2,38.91071,-77.01239
34,324900,"1422 Shepherd St NW #1, Washington, DC 20011",20011,2,2,38.93954,-77.03383
36,675000,"2123 California St NW APT C6, Washington, DC 20008",20008,3,2,38.9168,-77.04786
37,423334,"2750 14th St NW APT 302, Washington, DC 20009",20009,2,1,38.92524,-77.03265
38,549900,"379 O St SW #T, Washington, DC 20024",20024,3,2,38.87355,-77.016685
40,1695000,"2501 M St NW APT 705, Washington, DC 20037",20037,2,3,38.90555,-77.05386
43,487300,"1657 Gales NE #1, Washington, DC 20002",20002,3,3,38.898136,-76.98016
44,1375000,"1217 N St NW #PENTHOUSE, Washington, DC 20005",20005,3,2,38.907375,-77.02892
45,589000,"1840 Biltmore St NW APT 33, Washington, DC 20009",20009,2,1,38.922,-77.04444
47,599900,"1358 Valley Pl SE, Washington, DC 20020",20020,3,3,38.86272,-76.9868
50,297700,"7175 12th St NW UNIT 414, Washington, DC 20012",20012,2,2,38.976837,-77.02767
54,150000,"2006 Fort Davis St SE APT 202, Washington, DC 20020",20020,1,1,38.86426,-76.94983
55,499000,"1623 Marion St NW, Washington, DC 20001",20001,3,1,38.91187,-77.02073
56,1400000,"5231 Watson St NW, Washington, DC 20016",20016,4,4,38.93508,-77.10918
68,519000,"1740 18th St NW APT T5, Washington, DC 20009",20009,2,2,38.91377,-77.04201
69,139000,"5106 Washington Pl NE #F-8, Washington, DC 20018",20018,2,1,38.921032,-76.994156
70,297700,"1625 Eckington Pl NE APT 512, Washington, DC 20002",20002,2,2,38.91202,-77.00361
71,114745,"1429 Girard St NW #101, Washington, DC 20009",20009,2,1,38.92561,-77.03377
77,325000,"914 52nd St NE, Washington, DC 20019",20019,3,2,38.9025,-76.92562
79,698500,"3225 Grace St NW APT 218, Washington, DC 20007",20007,2,2,38.90411,-77.06342
127,11995000,"4825 Dexter Ter NW, Washington, DC 20007",20007,8,10,38.92542,-77.0933
130,1279900,"4509 Clark Pl NW, Washington, DC 20007",20007,4,3,38.90789,-77.08697
131,15995000,"3508 Prospect St NW, Washington, DC 20007",20007,8,7,38.90575,-77.06947
132,13500000,"2815 Woodland Dr NW, Washington, DC 20008",20008,5,9,38.92112,-77.05472
144,100000,"2400 Good Hope Rd SE APT 3, Washington, DC 20020",20020,3,1,38.86314,-76.97245
145,1099900,"1007 E St SE, Washington, DC 20003",20003,4,2,38.88252,-76.99227
152,1999999,"908 S Carolina Ave SE, Washington, DC 20003",20003,4,4,38.88497,-76.99332
153,1490000,"516 10th St SE, Washington, DC 20003",20003,3,3,38.88203,-76.99241
154,649900,"1253 Holbrook Ter NE #A, Washington, DC 20002",20002,3,3,38.90672,-76.98522
155,499000,"1645 W Virginia Ave NE APT 1, Washington, DC 20002",20002,3,3,38.909042,-76.9874
160,859000,"1124 25th St NW APT 203, Washington, DC 20037",20037,2,3,38.90459,-77.05348
161,449900,"1511 22nd St NW APT 44, Washington, DC 20037",20037,1,1,38.91013,-77.04857
162,750000,"1332 22nd St NW APT 1, Washington, DC 20037",20037,2,2,38.90824,-77.04907
163,569000,"2475 Virginia Ave NW #304, Washington, DC 20037",20037,2,2,38.89909,-77.05252
164,350000,"2130 N St NW APT 209, Washington, DC 20037",20037,1,1,38.90708,-77.04809
165,525000,"2700 Virginia Ave NW UNIT 504, Washington, DC 20037",20037,1,2,38.900105,-77.05597
166,310000,"730 24th St NW APT 406, Washington, DC 20037",20037,1,1,38.8991,-77.05175
167,725000,"2700 Virginia Ave NW #910, Washington, DC 20037",20037,2,2,38.90004,-77.05627
168,649000,"700 New Hampshire Ave NW #916, Washington, DC 20037",20037,2,2,38.898457,-77.054855
170,285000,"950 25th St NW #1027, Washington, DC 20037",20037,1,1,38.9021,-77.05357
171,599900,"2525 Pennsylvania Ave NW #302, Washington, DC 20037",20037,1,1,38.90416,-77.05394
172,415000,"922 24th St NW APT 621, Washington, DC 20037",20037,1,1,38.9015,-77.05166
173,265000,"950 25th St NW APT 814N, Washington, DC 20037",20037,1,1,38.90207,-77.05372
174,728000,"1111 25th St NW APT 508, Washington, DC 20037",20037,1,2,38.90479,-77.05303
175,995000,"2510 Virginia Ave NW #708, Washington, DC 20037",20037,3,3,38.899006,-77.05419
176,325000,"2401 H St NW APT 211, Washington, DC 20037",20037,1,1,38.89977,-77.05172
177,687500,"2475 Virginia Ave NW #222, Washington, DC 20037",20037,3,2,38.89909,-77.05252
178,604900,"305 Plan, 2525 PENN",20037,1,1,38.9042,-77.05391
179,599900,"2525 Pennsylvania Ave NW #305, Washington, DC 20037",20037,1,1,38.90416,-77.05394
180,525000,"700 New Hampshire Ave NW #1214, Washington, DC 20037",20037,1,1,38.898537,-77.05498
181,268000,"2475 Virginia Ave NW #727, Washington, DC 20037",20037,1,1,38.89909,-77.05252
182,1595000,"2700 Virginia Ave Nw #1504, Washington, DC 20037",20037,2,3,38.90013,-77.05602
183,549000,"700 New Hampshire Ave NW #320, Washington, DC 20037",20037,1,1,38.898373,-77.05531
184,845000,"700 New Hampshire Ave NW #117, Washington, DC 20037",20037,2,3,38.898468,-77.054886
186,785000,"700 New Hampshire Ave NW #901, Washington, DC 20037",20037,2,3,38.898388,-77.05547
187,405000,"2515 K St NW APT 204, Washington, DC 20037",20037,1,1,38.90292,-77.05392
188,265000,"950 25th St NW APT 608N, Washington, DC 20037",20037,1,1,38.902096,-77.05341
189,775000,"2510 Virginia Ave NW #401-N, Washington, DC 20037",20037,1,1,38.89924,-77.05502
190,3795000,"1111 24th St NW UNIT 73, Washington, DC 20037",20037,3,4,38.90414,-77.05137
191,1795000,"700 New Hampshire Ave NW #321, Washington, DC 20037",20037,3,4,38.89837,-77.055435
192,719900,"1111 24th St NW UNIT 58, Washington, DC 20037",20037,1,1,38.90411,-77.05122
193,4950000,"1111 24th St NW UNIT 93, Washington, DC 20037",20037,3,4,38.90414,-77.0512
195,2795000,"1177 22nd St NW UNIT 8D, Washington, DC 20037",20037,3,3,38.904922,-77.04863
196,1499000,"1177 22nd St NW #4M, Washington, DC 20037",20037,2,2,38.9048,-77.048546
197,899000,"1155 23rd St NW APT 3M, Washington, DC 20037",20037,1,2,38.90491,-77.04982
198,5444000,"2500 Virginia Ave NW #714/715, Washington, DC 20037",20037,5,6,38.89871,-77.05424
203,29950000,"2000 Massachusetts Ave NW, Washington, DC 20036",20036,4,7,38.9099,-77.04516
204,319000,"1330 New Hampshire Ave NW APT 424, Washington, DC 20036",20036,1,1,38.90807,-77.04491
205,439900,"1775 Church St NW #4, Washington, DC 20036",20036,1,1,38.91057,-77.04084
206,695000,"1745 N St NW UNIT 506, Washington, DC 20036",20036,2,2,38.90738,-77.03996
207,2350000,"1721 P St NW APT B, Washington, DC 20036",20036,4,4,38.90989,-77.03966
208,2499900,"1710 P St NW, Washington, DC 20036",20036,5,5,38.90942,-77.03906
209,2175000,"1728 Church St NW, Washington, DC 20036",20036,4,4,38.91025,-77.03942
210,4999900,"1720 Massachusetts Ave NW, Washington, DC 20036",20036,9,5,38.90788,-77.03931
211,389000,"1526 17th St NW APT 105, Washington, DC 20036",20036,1,1,38.91061,-77.03891
212,350000,"1711 Massachusetts Ave NW #334, Washington, DC 20036",20036,1,1,38.9085,-77.03916
213,425000,"1734 P St NW APT 53, Washington, DC 20036",20036,1,1,38.90935,-77.03995
214,1495000,"1745 N St NW #410, Washington, DC 20036",20036,2,3,38.90738,-77.03996
215,1399000,"1745 N St NW UNIT 411, Washington, DC 20036",20036,2,3,38.90745,-77.04028
216,1050000,"1745 N St NW UNIT 111, Washington, DC 20036",20036,2,3,38.90745,-77.04028
217,3750000,"1314 19th St NW, Washington, DC 20036",20036,11,5,38.90781,-77.0437
221,4000000,"1420 17th St NW, Washington, DC 20036",20036,6,5,38.90942,-77.03871
222,335000,"1711 Massachusetts Ave NW #302, Washington, DC 20036",20036,1,1,38.9085,-77.03916
224,420000,"1734 P St NW APT 43, Washington, DC 20036",20036,1,1,38.90935,-77.03995
225,635000,"1745 N St NW UNIT 112, Washington, DC 20036",20036,1,1,38.90738,-77.03996
227,650000,"1520 16th St NW APT 202, Washington, DC 20036",20036,2,2,38.91051,-77.03699
228,3100000,"1230 17th St NW, Washington, DC 20036",20036,5,4,38.90704,-77.03882
272,149900,"121 Galveston Pl SW APT 1, Washington, DC 20032",20032,2,1,38.82459,-77.01095
273,400000,"127 Darrington St SW, Washington, DC 20032",20032,3,2,38.82722,-77.01081
274,460000,"1212 Trenton Pl SE, Washington, DC 20032",20032,3,4,38.84087,-76.98927
275,590000,"3303 7th St SE, Washington, DC 20032",20032,4,4,38.84187,-76.99616
276,449900,"756 Upsal St SE, Washington, DC 20032",20032,4,3,38.83989,-76.99445
277,179900,"14 Halley Pl SE APT 304, Washington, DC 20032",20032,3,1,38.83523,-77.0066
279,64999,"4725 1st St SW APT 102, Washington, DC 20032",20032,1,1,38.82286,-77.00584
280,400200,"830 Heights Aly SE LOT 931, Washington, DC 20032",20032,3,4,38.84548,-76.9944
281,379900,"347 Parkland Pl SE, Washington, DC 20032",20032,3,2,38.84449,-76.99967
282,460000,"77 Danbury St SW, Washington, DC 20032",20032,3,4,38.82803,-77.00952
283,415000,"791 Barnaby St SE, Washington, DC 20032",20032,3,3,38.82879,-76.99489
284,390000,"521 Foxhall Pl SE, Washington, DC 20032",20032,4,2,38.83344,-76.99786
285,129500,"709 Brandywine St SE APT 101, Washington, DC 20032",20032,2,1,38.82987,-76.9957
286,399999,"98 Elmira St SW, Washington, DC 20032",20032,4,3,38.82587,-77.01007
287,300000,"674 Brandywine St SE, Washington, DC 20032",20032,3,2,38.83028,-76.99638
288,103000,"10 Halley Pl SE APT 203, Washington, DC 20032",20032,2,1,38.83542,-77.00687
289,550000,"3219 5th St SE, Washington, DC 20032",20032,4,5,38.84213,-76.99975
290,173000,"310 Atlantic St SE #102A, Washington, DC 20032",20032,2,1,38.83114,-77.00138
291,270000,"343 Parkland Pl SE, Washington, DC 20032",20032,3,2,38.84449,-76.99981
292,229000,"3221 8th St SE APT 3, Washington, DC 20032",20032,2,2,38.84255,-76.99539
293,450000,"532 Foxhall Pl SE, Washington, DC 20032",20032,3,2,38.83376,-76.9982
294,177000,"12 Halley Pl SE APT 303, Washington, DC 20032",20032,2,1,38.83546,-77.00657
295,559000,"139 Xenia St SE, Washington, DC 20032",20032,4,3,38.83282,-77.00351
296,140000,"3874 9th St SE APT 201, Washington, DC 20032",20032,2,1,38.83285,-76.99098
297,390000,"220 Newcomb St SE, Washington, DC 20032",20032,3,2,38.8492,-77.00492
298,499990,"The Cypress Plan, District Towns at St. Elizabeths East",20032,4,4,38.845356,-76.9936
299,369999,"623 Atlantic St SE, Washington, DC 20032",20032,2,2,38.83079,-76.99753
300,419900,"502 Chesapeake St SE, Washington, DC 20032",20032,3,2,38.82942,-76.99927
301,484900,"138 Chesapeake St SW, Washington, DC 20032",20032,3,2,38.82847,-77.01001
302,200000,"1112 Savannah St SE APT 34, Washington, DC 20032",20032,1,1,38.84311,-76.9907
304,474990,"1344 Barnaby Ter SE, Washington, DC 20032",20032,4,3,38.8331,-76.98853
305,415000,"138 Mississippi Ave SE, Washington, DC 20032",20032,3,2,38.83422,-77.004524
306,450000,"56 Brandywine St SW, Washington, DC 20032",20032,4,3,38.82938,-77.01141
307,330000,"133 Mississippi Ave SE, Washington, DC 20032",20032,3,2,38.83369,-77.00445
308,439999,"131 Darrington St SW, Washington, DC 20032",20032,3,3,38.82722,-77.01089
309,549000,"940 Mississippi Ave SE, Washington, DC 20032",20032,3,5,38.838966,-76.99231
310,505000,"3918 1st St SW, Washington, DC 20032",20032,4,3,38.83345,-77.00928
311,545000,"3830 1st St SE, Washington, DC 20032",20032,3,4,38.83366,-77.00554
314,1495000,"3712 Alton Pl NW, Washington, DC 20016",20016,4,3,38.94687,-77.07298
315,475000,"2141 Wisconsin Ave NW APT 404, Washington, DC 20007",20007,2,2,38.91911,-77.07015
334,469900,"1913 Trenton Pl SE, Washington, DC 20020",20020,3,3,38.84508,-76.97548
335,90000,"1920 Naylor Rd SE APT 107, Washington, DC 20020",20020,2,1,38.87304,-76.97694
336,525000,"1630 U St SE, Washington, DC 20020",20020,3,2,38.8653,-76.98095
337,100000,"2100 Fendall St SE UNIT 6, Washington, DC 20020",20020,2,1,38.86366,-76.98015
338,109900,"2825 31st St SE #A489, Washington, DC 20020",20020,2,1,38.85361,-76.96276
339,490000,"1361 Valley Pl SE, Washington, DC 20020",20020,4,2,38.86231,-76.98692
340,699714,"1714 25th St SE, Washington, DC 20020",20020,4,4,38.86878,-76.97071
341,569900,"1801 18th St SE, Washington, DC 20020",20020,4,3,38.86806,-76.97929
342,462750,"2513 Bowen Rd SE, Washington, DC 20020",20020,3,3,38.85889,-76.99286
343,700000,"2415 34th St SE, Washington, DC 20020",20020,4,4,38.85986,-76.95792
344,270000,"2655 Birney Pl SE APT 202, Washington, DC 20020",20020,3,2,38.85688,-76.9974
345,75000,"2100 Fendall St SE UNIT 3, Washington, DC 20020",20020,2,1,38.86366,-76.98015
347,295000,"2605 Douglass Rd SE #202, Washington, DC 20020",20020,2,2,38.85721,-76.988075
348,825900,"1334 T St SE, Washington, DC 20020",20020,4,4,38.86775,-76.9853
349,459900,"2802 Bruce Pl SE, Washington, DC 20020",20020,3,3,38.85633,-76.97519
350,724900,"1711 25th St SE, Washington, DC 20020",20020,4,3,38.86908,-76.9712
351,474990,"1652 Fort Dupont St SE, Washington, DC 20020",20020,4,2,38.86588,-76.94554
352,449999,"2326 Branch Ave SE, Washington, DC 20020",20020,2,2,38.86085,-76.95867
353,555000,"2218 Irving St SE, Washington, DC 20020",20020,5,4,38.85315,-76.97353
354,144900,"2301 Pitts Pl SE APT 103, Washington, DC 20020",20020,2,2,38.86033,-76.98525
355,325000,"1810 Minnesota Ave SE APT 102, Washington, DC 20020",20020,2,3,38.86986,-76.9785
356,510000,"2728 Knox Ter SE, Washington, DC 20020",20020,3,4,38.85286,-76.96698
357,525000,"1600 V St SE, Washington, DC 20020",20020,3,3,38.864643,-76.98228
358,307500,"1611 T St SE APT 3, Washington, DC 20020",20020,4,2,38.8671,-76.98169
359,649500,"2106 32nd St SE, Washington, DC 20020",20020,4,3,38.86435,-76.96124
360,450000,"1405 42nd Pl SE, Washington, DC 20020",20020,4,2,38.86871,-76.94337
361,339000,"1517 Fort Davis St SE, Washington, DC 20020",20020,2,1,38.86918,-76.94649
362,499000,"1602 V St SE, Washington, DC 20020",20020,3,3,38.864643,-76.98219
363,399900,"1612 Fort Dupont St SE, Washington, DC 20020",20020,3,2,38.86678,-76.94555
364,455000,"1416 22nd St SE #9, Washington, DC 20020",20020,2,3,38.87344,-76.97482
365,139000,"2636 Wade Rd SE APT 24, Washington, DC 20020",20020,2,1,38.858944,-76.99708
366,1599900,"3195 Westover Dr SE, Washington, DC 20020",20020,7,6,38.86782,-76.96345
367,549900,"1807 41st Pl SE, Washington, DC 20020",20020,5,3,38.86638,-76.94505
368,689900,"3429 Highwood Dr SE, Washington, DC 20020",20020,3,2,38.86943,-76.95602
369,875000,"3405 Carpenter St SE, Washington, DC 20020",20020,3,3,38.87031,-76.95668
370,250000,"6445 Luzon Ave NW #512, Washington, DC 20012",20012,2,1,38.96856,-77.03406
371,699999,"7624 9th St NW, Washington, DC 20012",20012,3,4,38.98244,-77.02567
372,1300000,"7250 15th Pl NW, Washington, DC 20012",20012,4,4,38.97804,-77.03539
373,1375000,"1425 Primrose Rd NW, Washington, DC 20012",20012,5,4,38.98789,-77.03333
374,1495000,"7119 16th St NW, Washington, DC 20012",20012,5,4,38.97653,-77.03594
375,549000,"7527 8th St NW, Washington, DC 20012",20012,3,3,38.98214,-77.02425
376,230000,"6445 Luzon Ave NW APT 214, Washington, DC 20012",20012,2,1,38.96851,-77.03421
377,825000,"6618 Eastern Ave NW, Washington, DC 20012",20012,4,2,38.9706,-77.00905
378,399000,"1103 Fern St NW #2, Washington, DC 20012",20012,2,2,38.97822,-77.02677
379,1195000,"1358 Juniper St NW, Washington, DC 20012",20012,4,4,38.98303,-77.03272
380,1399990,"6609 1st St NW, Washington, DC 20012",20012,6,4,38.97022,-77.01137
381,2750000,"8165 E Beach Dr NW, Washington, DC 20012",20012,4,5,38.99164,-77.04357
382,169900,"6445 Luzon Ave NW APT 104, Washington, DC 20012",20012,1,1,38.96864,-77.03372
383,490000,"6414 8th St NW, Washington, DC 20012",20012,3,1,38.96782,-77.02444
384,920000,"8028 Eastern Ave NW, Washington, DC 20012",20012,4,3,38.9875,-77.03085
385,427500,"6614 Eastern Ave NW, Washington, DC 20012",20012,3,1,38.9705,-77.00893
386,499900,"7700 Georgia Ave NW #304, Washington, DC 20012",20012,2,2,38.98282,-77.02681
387,575000,"67 Underwood St NW, Washington, DC 20012",20012,2,1,38.96838,-77.0111
388,975999,"6922 9th St NW, Washington, DC 20012",20012,4,4,38.97408,-77.02584
389,822900,"1323 Tewkesbury Pl NW, Washington, DC 20012",20012,4,3,38.96848,-77.03063
390,599995,"6416 Blair Rd NW, Washington, DC 20012",20012,3,2,38.96785,-77.01436
391,525000,"6424 7th St NW, Washington, DC 20012",20012,3,1,38.96822,-77.02269
392,360000,"7723 Alaska Ave NW APT 202, Washington, DC 20012",20012,2,2,38.98319,-77.02704
393,879990,"6842 General Davis Dr NW, Washington, DC 20012",20012,3,4,38.972748,-77.03134
394,659000,"609 Tewkesbury Pl NW, Washington, DC 20012",20012,5,2,38.96809,-77.02171
395,599000,"6540 Eastern Ave NE, Washington, DC 20012",20012,1,1,38.96955,-77.00829
396,267800,"7175 12th St NW UNIT 310, Washington, DC 20012",20012,1,1,38.977,-77.02769
397,929990,"1354 Main Dr NW, Washington, DC 20012",20012,3,4,38.972794,-77.03208
398,267800,"7175 12th St NW UNIT 509, Washington, DC 20012",20012,1,1,38.976902,-77.02773
399,399900,"7215 Georgia Ave NW #11A, Washington, DC 20012",20012,1,1,38.97781,-77.0262
400,310000,"7723 Alaska Ave NW UNIT 103, Washington, DC 20012",20012,1,1,38.98319,-77.02704
401,299900,"7700 Georgia Ave NW #5, Washington, DC 20012",20012,1,1,38.98282,-77.02681
402,619900,"7175 12th St NW UNIT 213, Washington, DC 20012",20012,2,2,38.97705,-77.02775
403,347000,"7723 Alaska Ave NW APT 302, Washington, DC 20012",20012,2,2,38.98319,-77.02704
404,579000,"1103 Fern St NW #303, Washington, DC 20012",20012,2,3,38.97822,-77.02677
405,599000,"1103 Fern St NW #304, Washington, DC 20012",20012,2,3,38.97822,-77.02677
406,699900,"7700 Georgia Ave NW #502, Washington, DC 20012",20012,2,2,38.98282,-77.02681
407,1064900,"7175 12th St NW #317, Washington, DC 20012",20012,3,3,38.97654,-77.02775
408,429000,"1103 Fern St NW #301, Washington, DC 20012",20012,2,1,38.97822,-77.02677
409,774900,"7175 12th St NW #302, Washington, DC 20012",20012,2,2,38.97654,-77.02775
410,965000,"5810 16th St NW, Washington, DC 20011",20011,4,3,38.960587,-77.03681
411,350000,"6204 New Hampshire Ave NE, Washington, DC 20011",20011,3,2,38.96546,-77.00311
412,649900,"4014 Georgia Ave NW #401, Washington, DC 20011",20011,2,2,38.940357,-77.02524
413,1295000,"4322 Blagden Ave NW, Washington, DC 20011",20011,3,2,38.94426,-77.04434
414,775000,"3910 8th St NW UNIT 2, Washington, DC 20011",20011,3,4,38.93926,-77.02347
415,899900,"420 Allison St NW, Washington, DC 20011",20011,4,4,38.94509,-77.01859
416,1995000,"4822 Blagden Ave NW, Washington, DC 20011",20011,4,5,38.94951,-77.03843
417,1499999,"1343 Taylor St NW, Washington, DC 20011",20011,5,4,38.94099,-77.03134
418,195000,"208 Farragut St NW APT 101, Washington, DC 20011",20011,1,1,38.95098,-77.013954
419,1100000,"1315 Gallatin St NW, Washington, DC 20011",20011,6,3,38.95209,-77.03105
420,449000,"1307 Longfellow St NW #9A, Washington, DC 20011",20011,2,2,38.9575,-77.03046
421,475000,"1307 Longfellow St NW #6A, Washington, DC 20011",20011,3,3,38.9575,-77.03046
422,574900,"103 Sheridan St NE, Washington, DC 20011",20011,4,3,38.96627,-77.00441
423,910000,"1353 Hamilton St NW, Washington, DC 20011",20011,4,3,38.95315,-77.0318
424,1165000,"4511 Iowa Ave NW #3, Washington, DC 20011",20011,3,5,38.94548,-77.02853
425,750000,"5808 3rd St NW, Washington, DC 20011",20011,3,3,38.96053,-77.01645
426,869900,"5019 9th St NW, Washington, DC 20011",20011,4,4,38.95152,-77.0253
427,800000,"24 Sheridan St NE, Washington, DC 20011",20011,3,3,38.96661,-77.0084
428,749000,"927 Delafield Pl NW, Washington, DC 20011",20011,3,3,38.94921,-77.02642
429,1550000,"1411 Decatur St NW, Washington, DC 20011",20011,7,5,38.94849,-77.03339
430,779000,"5007 4th St NW, Washington, DC 20011",20011,3,4,38.95139,-77.01727
431,1575000,"5315 16th St NW, Washington, DC 20011",20011,5,5,38.95398,-77.03604
432,1199000,"6300 13th St NW, Washington, DC 20011",20011,5,4,38.96633,-77.02988
433,1449900,"4214 14th St NW, Washington, DC 20011",20011,5,4,38.94239,-77.03302
434,749999,"108 Longfellow St NW, Washington, DC 20011",20011,4,4,38.95744,-77.01209
435,1197500,"5207 13th St NW, Washington, DC 20011",20011,4,4,38.95343,-77.02941
436,719000,"4331 Kansas Ave NW APT 1, Washington, DC 20011",20011,3,4,38.94376,-77.02422
437,509000,"5838 Eastern Ave NE, Washington, DC 20011",20011,3,3,38.96008,-76.99559
438,1200000,"1606 Longfellow St NW, Washington, DC 20011",20011,6,5,38.957523,-77.03725
439,1425000,"4012 5th St NW, Washington, DC 20011",20011,4,4,38.940395,-77.01927
440,595000,"627 Hamilton St NW, Washington, DC 20011",20011,2,2,38.95329,-77.02106
441,325000,"1307 Longfellow St NW #1, Washington, DC 20011",20011,2,1,38.9575,-77.03046
442,650000,"330 Missouri Ave NW, Washington, DC 20011",20011,3,2,38.957268,-77.01715
443,680000,"319 Nicholson St NE, Washington, DC 20011",20011,2,3,38.96034,-77.00209
444,299900,"3815 14th St NW #1, Washington, DC 20011",20011,1,1,38.93793,-77.03242
445,760000,"920 Longfellow St NW, Washington, DC 20011",20011,4,4,38.95715,-77.02676
446,750000,"4421 5th St NW, Washington, DC 20011",20011,3,3,38.94484,-77.01909
447,694999,"220 Gallatin St NW, Washington, DC 20011",20011,3,3,38.95206,-77.01432
448,1474999,"3029 Oregon Knolls Dr NW, Washington, DC 20015",20015,3,5,38.97554,-77.05343
449,1450000,"3219 Oliver St NW, Washington, DC 20015",20015,4,4,38.96694,-77.06545
450,3490000,"5366 27th St NW, Washington, DC 20015",20015,7,6,38.9602,-77.0565
451,2995000,"5416 Nevada Ave NW, Washington, DC 20015",20015,6,8,38.96171,-77.0699
452,1975000,"5320 28th St NW, Washington, DC 20015",20015,5,4,38.95913,-77.05783
453,647800,"5231 Connecticut Ave NW #202, Washington, DC 20015",20015,2,2,38.95875,-77.07165
454,1599999,"7030 Oregon Ave NW, Washington, DC 20015",20015,4,3,38.98432,-77.05356
455,1795000,"3211 Worthington St NW, Washington, DC 20015",20015,4,4,38.9752,-77.06083
456,2699999,"3705 Morrison St NW, Washington, DC 20015",20015,5,5,38.96418,-77.07236
457,2199000,"3727 Kanawha St NW, Washington, DC 20015",20015,5,4,38.96051,-77.07085
458,3650000,"3730 Northampton St NW, Washington, DC 20015",20015,7,6,38.96556,-77.07357
459,4595000,"3803 Jenifer St NW, Washington, DC 20015",20015,6,6,38.95923,-77.07515
460,1349900,"4301 Military Rd NW PENTHOUSE 4, Washington, DC 20015",20015,2,2,38.96129,-77.08444
461,1150000,"4301 Military Rd NW APT 604, Washington, DC 20015",20015,2,2,38.96129,-77.08444
462,389000,"5201 Wisconsin Ave NW #108, Washington, DC 20015",20015,1,1,38.95725,-77.08358
464,559900,"1615 Q St NW APT 407, Washington, DC 20009",20009,2,1,38.91134,-77.0375
465,485000,"1080 Wisconsin Ave NW APT 1015, Washington, DC 20007",20007,1,2,38.9048,-77.06297
466,1950000,"1652 33rd St NW, Washington, DC 20007",20007,4,4,38.91217,-77.06633
467,795000,"113 P St NW, Washington, DC 20001",20001,4,2,38.90988,-77.01281
469,675000,"3511 14th St NW UNIT 5, Washington, DC 20010",20010,2,2,38.93507,-77.03243
470,130000,"1440 W St NW #206, Washington, DC 20009",20009,1,1,38.91887,-77.03375
471,1250000,"2141 Wyoming Ave NW APT 21, Washington, DC 20008",20008,3,2,38.91744,-77.04926
472,4499000,"2446 Kalorama Rd NW, Washington, DC 20008",20008,5,6,38.91748,-77.05417
473,1339000,"3306 Ordway St NW, Washington, DC 20008",20008,2,2,38.93614,-77.0651
474,899000,"1426 Rhode Island Ave NW APT E, Washington, DC 20005",20005,2,3,38.90819,-77.03267
475,13500000,"1534 28th St NW, Washington, DC 20007",20007,8,9,38.91034,-77.05741
476,699900,"1736 18th St NW APT 203, Washington, DC 20009",20009,2,2,38.91363,-77.04199
478,1995000,"1857 California St NW, Washington, DC 20009",20009,4,4,38.91805,-77.043526
479,2499900,"2618 Woodley Pl NW, Washington, DC 20008",20008,5,6,38.92419,-77.05095
480,10500000,"3005 45th St NW, Washington, DC 20016",20016,8,13,38.92953,-77.08822
481,939000,"1504 10th St NW, Washington, DC 20001",20001,3,2,38.90991,-77.02618
