Unnamed: 0,price,full_address,zipcode,beds,baths,latitude,longitude
843,369900,"1245 4th St SW #E-100, Washington, DC 20024",20024,1,1,38.875492,-77.01799
844,525000,"3619 Georgia Ave NW #101, Washington, DC 20010",20010,2,2,38.93503,-77.02385
845,389000,"4740 Connecticut Ave NW APT 205, Washington, DC 20008",20008,2,2,38.95177,-77.06854
847,620000,"2015 Gales St NE, Washington, DC 20002",20002,2,2,38.8972,-76.97522
848,2200000,"1933 47th St NW, Washington, DC 20007",20007,4,3,38.91549,-77.09096
849,1000000,"410 D St SE #A, Washington, DC 20003",20003,2,3,38.88447,-77.00004
850,699000,"3211 Wisconsin Ave NW UNIT 101, Washington, DC 20016",20016,1,2,38.93293,-77.0721
851,765000,"1247 Maryland Ave NE, Washington, DC 20002",20002,2,2,38.89775,-76.98853
852,924700,"631 D St NW APT 1139, Washington, DC 20004",20004,3,3,38.89498,-77.02117
855,799000,"315 Douglas St NE, Washington, DC 20002",20002,3,4,38.92326,-77.00133
856,2375000,"3524 Reservoir Rd NW, Washington, DC 20007",20007,5,4,38.91248,-77.07006
857,639900,"2101 11th St NW UNIT 203, Washington, DC 20001",20001,2,2,38.91835,-77.02679
858,450000,"555 Massachusetts Ave NW APT 1307, Washington, DC 20001",20001,1,1,38.90102,-77.01863
859,639900,"1027 Irving St NE, Washington, DC 20017",20017,4,2,38.92837,-76.99153
860,689900,"1423 Holbrook St NE, Washington, DC 20002",20002,3,3,38.90385,-76.98274
862,2899000,"2120 S St NW, Washington, DC 20008",20008,4,4,38.91383,-77.04823
863,730000,"1610 Montello Ave NE, Washington, DC 20002",20002,3,4,38.90747,-76.98722
864,629000,"910 M St NW APT 525, Washington, DC 20001",20001,2,2,38.90539,-77.02457
866,7495000,"3300 Nebraska Ave NW, Washington, DC 20016",20016,4,9,38.93406,-77.09038
867,475000,"3546 13th St NW APT 1, Washington, DC 20010",20010,2,2,38.93364,-77.03002
868,3499900,"3623 R St NW, Washington, DC 20007",20007,3,5,38.91378,-77.07181
869,1775000,"2709 N #N, Washington, DC 20007",20007,3,3,38.90713,-77.05626
870,283356,"1111 Orren St NE UNIT 404, Washington, DC 20002",20002,2,1,38.90144,-76.98632
871,3398000,"2127 Leroy Pl NW, Washington, DC 20008",20008,4,6,38.91569,-77.0478
872,295000,"2939 Van Ness St NW APT 927, Washington, DC 20008",20008,1,1,38.94445,-77.06007
873,6700000,"601 Wharf St SW UNIT 1001, Washington, DC 20024",20024,3,5,38.87685,-77.02151
874,2088000,"88 V St SW PENTHOUSE 1, Washington, DC 20024",20024,2,3,38.8645,-77.01182
875,1500000,"1504 Delafield Pl NW, Washington, DC 20011",20011,7,4,38.94881,-77.03513
876,3750000,"4707 Woodway Ln NW, Washington, DC 20016",20016,5,6,38.93729,-77.09352
879,1150000,"748 7th St SE, Washington, DC 20003",20003,3,3,38.87979,-76.99587
880,2395000,"330 Maryland Ave NE, Washington, DC 20002",20002,6,6,38.89331,-77.00107
881,579999,"912 F St NW APT 502, Washington, DC 20004",20004,1,2,38.89716,-77.02481
882,615000,"2301 Champlain St NW APT T04, Washington, DC 20009",20009,2,2,38.9208,-77.04087
883,360000,"700 7th St SW APT 512, Washington, DC 20024",20024,1,1,38.88065,-77.02094
885,2499000,"151 N Carolina Ave SE, Washington, DC 20003",20003,8,6,38.88408,-77.00387
886,3999999,"1860 19th St NW, Washington, DC 20009",20009,7,4,38.91518,-77.04376
887,2049000,"3901 New Hampshire Ave NW, Washington, DC 20011",20011,6,5,38.938942,-77.02215
888,1989000,"4331 44th St NW, Washington, DC 20016",20016,6,4,38.946136,-77.086075
890,540000,"2626 10th St NE, Washington, DC 20018",20018,3,2,38.92387,-76.9927
891,299900,"1101 3rd St SW APT 312, Washington, DC 20024",20024,1,1,38.87711,-77.01572
892,3400000,"2825 29th Pl NW, Washington, DC 20008",20008,5,5,38.92495,-77.05807
893,995000,"1238 Florida Ave NE, Washington, DC 20002",20002,3,3,38.90249,-76.98899
895,389900,"4014 Georgia Ave NW #202, Washington, DC 20011",20011,2,1,38.940323,-77.02522
899,6550000,"3065 University Ter NW, Washington, DC 20016",20016,6,7,38.93172,-77.09611
900,999000,"439 Washington #Q-1, Washington, DC 20001",20001,3,3,38.910435,-77.01773
901,560000,"1000 New Jersey Ave SE APT 106, Washington, DC 20003",20003,2,2,38.87801,-77.00433
904,499000,"611 Kennedy St NW #9, Washington, DC 20011",20011,3,2,38.9566,-77.02143
906,3295000,"3528 Reservoir Rd NW, Washington, DC 20007",20007,5,5,38.91249,-77.07012
907,670000,"842 Madison St NW #A, Washington, DC 20011",20011,4,4,38.95822,-77.02567
908,679999,"637 Oglethorpe St NE, Washington, DC 20011",20011,4,3,38.96078,-76.99815
909,649999,"1118 Neal St NE #2, Washington, DC 20002",20002,4,3,38.90547,-76.99057
910,1250000,"4000 Cathedral Ave NW #344-345B, Washington, DC 20016",20016,4,4,38.927635,-77.08028
911,595000,"475 K St NW UNIT 1223, Washington, DC 20001",20001,2,1,38.90279,-77.01831
912,504999,"820 Oglethorpe St NE, Washington, DC 20011",20011,3,2,38.95841,-76.99402
913,474900,"701 Pennsylvania Ave #1014, Washington, DC 20004",20004,1,1,38.89442,-77.02238
914,1189000,"1606 A St NE, Washington, DC 20002",20002,4,4,38.89117,-76.98182
915,1799000,"2801 New Mexico Ave NW PENTHOUSE 15, Washington, DC 20007",20007,2,4,38.92643,-77.08107
917,539999,"16 17th St NE APT 121, Washington, DC 20002",20002,2,2,38.89042,-76.98116
918,349900,"5507 7th St NW #1, Washington, DC 20011",20011,2,2,38.95669,-77.02208
919,991000,"6231 N Dakota Ave NW, Washington, DC 20011",20011,5,4,38.96579,-77.0153
920,640000,"811 4th St NW UNIT 720, Washington, DC 20001",20001,2,2,38.90097,-77.01592
921,669900,"1010 Massachusetts Ave NW PENTHOUSE 109, Washington, DC 20001",20001,2,1,38.90347,-77.02609
925,839000,"1001 L St NW #702, Washington, DC 20001",20001,2,2,38.90441,-77.02624
926,485000,"777 7th St NW APT 914, Washington, DC 20001",20001,2,2,38.8995,-77.02173
927,599000,"2214 11th St NW #1, Washington, DC 20001",20001,2,2,38.91963,-77.0273
928,297700,"2920 Georgia Ave NW UNIT 304, Washington, DC 20001",20001,2,2,38.927654,-77.02354
929,1879900,"2117 1st St NW, Washington, DC 20001",20001,7,7,38.91864,-77.01182
930,675000,"2625 Sherman Ave NW UNIT A, Washington, DC 20001",20001,3,3,38.9246,-77.02531
931,525000,"809 6th St NW APT 14, Washington, DC 20001",20001,2,2,38.90026,-77.01957
932,439900,"2250 11th St NW #108, Washington, DC 20001",20001,1,1,38.92048,-77.02733
933,1159900,"2707 1st Street Nw Chatfield LOT 936, Washington, DC 20001",20001,4,3,38.92614,-77.01197
934,419998,"2920 Georgia Ave NW UNIT 301, Washington, DC 20001",20001,1,1,38.92769,-77.02342
935,639900,"2725 11th St NW, Washington, DC 20001",20001,3,3,38.92555,-77.02674
936,549900,"1827 S St NW #1, Washington, DC 20009",20009,1,1,38.91434,-77.04255
938,495000,"1901 Columbia Rd NW APT 101, Washington, DC 20009",20009,1,1,38.91887,-77.04525
939,470000,"1401 R St NW #310, Washington, DC 20009",20009,1,1,38.91277,-77.03223
940,705000,"361 N St SW, Washington, DC 20024",20024,2,3,38.875416,-77.01623
941,2699000,"1803 37th St NW, Washington, DC 20007",20007,5,6,38.91469,-77.07249
942,1725000,"1696 32nd St NW, Washington, DC 20007",20007,3,3,38.91307,-77.06438
943,1995000,"1452 Foxhall Rd NW, Washington, DC 20007",20007,3,5,38.90863,-77.08284
945,895000,"3219 Wisconsin Ave NW UNIT 101, Washington, DC 20016",20016,2,3,38.9333,-77.07207
946,389300,"3022 Porter St NW APT 302, Washington, DC 20008",20008,2,1,38.93675,-77.06238
947,1150000,"418 7th St SE APT 401, Washington, DC 20003",20003,2,3,38.88322,-76.99592
948,625000,"1837 Corcoran St NW #21, Washington, DC 20009",20009,1,1,38.91202,-77.04271
949,399995,"4004 8th St NE APT 2, Washington, DC 20017",20017,2,1,38.89037,-77.03196
950,328000,"2238 Ontario Rd NW #3, Washington, DC 20009",20009,1,1,38.91966,-77.03976
951,4995000,"2924 Cleveland Ave NW, Washington, DC 20008",20008,8,9,38.923725,-77.0589
952,8290000,"601 Wharf St SW PENTHOUSE 5, Washington, DC 20024",20024,3,5,38.876827,-77.02153
953,629000,"1740 New Hampshire Ave NW APT D, Washington, DC 20009",20009,1,2,38.91394,-77.03973
954,249900,"3618 Connecticut Ave NW APT 101, Washington, DC 20008",20008,1,1,38.93752,-77.06011
955,249900,"3601 Wisconsin Ave NW APT 206, Washington, DC 20016",20016,1,1,38.93765,-77.07365
958,645000,"1518 Massachusetts Ave SE, Washington, DC 20003",20003,2,2,38.88718,-76.983
959,449000,"1239 Vermont Ave NW APT 902, Washington, DC 20005",20005,2,2,38.90702,-77.03071
961,499000,"1101 3rd St SW APT 415, Washington, DC 20024",20024,2,1,38.877197,-77.01553
962,239900,"1300 N St NW APT 413, Washington, DC 20005",20005,1,1,38.90707,-77.02992
963,620000,"1150 K St NW APT 408, Washington, DC 20005",20005,2,2,38.90221,-77.02784
964,299900,"1521 Kingman Pl NW APT 1, Washington, DC 20005",20005,1,1,38.91037,-77.03067
965,420000,"1239 Vermont Ave NW APT 1003, Washington, DC 20005",20005,1,1,38.90702,-77.03071
966,569000,"1441 Rhode Island Ave NW APT 111, Washington, DC 20005",20005,1,1,38.908493,-77.03374
967,1995500,"1515 15th St NW APT 222, Washington, DC 20005",20005,3,3,38.90998,-77.03425
968,1199900,"1402 12th St NW UNIT 10, Washington, DC 20005",20005,2,2,38.908817,-77.02824
969,3195000,"1515 15th St NW APT 708, Washington, DC 20005",20005,2,2,38.90979,-77.034294
970,580000,"1427 Rhode Island Ave NW UNIT 202, Washington, DC 20005",20005,1,1,38.90872,-77.03315
972,438900,"1150 K St NW APT 707, Washington, DC 20005",20005,1,1,38.90221,-77.02784
973,249000,"1125 12th St NW APT 2, Washington, DC 20005",20005,1,1,38.90498,-77.0278
974,1299000,"1310 Vermont Ave NW #4, Washington, DC 20005",20005,2,2,38.90794,-77.03098
975,459000,"1133 14th St NW APT 202, Washington, DC 20005",20005,1,1,38.90461,-77.0316
976,400000,"1212 M St NW APT 201, Washington, DC 20005",20005,1,2,38.9054,-77.02876
977,645000,"1529 14th St NW APT 202, Washington, DC 20005",20005,1,2,38.91076,-77.03157
978,549900,"1311 13th St NW #407, Washington, DC 20005",20005,1,1,38.90775,-77.02915
979,3500000,"23 Logan Cir NW, Washington, DC 20005",20005,6,5,38.90925,-77.02881
980,445000,"1101 L St NW APT 603, Washington, DC 20005",20005,1,1,38.90444,-77.02735
984,319000,"3328 D St SE, Washington, DC 20019",20019,4,1,38.884613,-76.958725
988,819000,"3921 W St NW APT 1, Washington, DC 20007",20007,2,2,38.9194,-77.07819
989,599000,"2737 Devonshire Pl NW APT 26, Washington, DC 20008",20008,2,2,38.93164,-77.05684
990,749900,"1354 Meridian Pl NW #1, Washington, DC 20010",20010,3,3,38.93296,-77.03163
992,349999,"3497 Summit Ct NE #3497, Washington, DC 20018",20018,3,1,38.92798,-76.95942
994,385000,"4600 Connecticut Ave NW APT 309, Washington, DC 20008",20008,2,2,38.94985,-77.06708
997,1579990,"102 9th St SE, Washington, DC 20003",20003,4,4,38.88811,-76.99353
999,1199900,"1827 S St NW #4, Washington, DC 20009",20009,2,2,38.91434,-77.04255
1000,2685000,"3253 P St NW, Washington, DC 20007",20007,2,3,38.90898,-77.06507
1002,2585000,"2816 P St NW, Washington, DC 20007",20007,6,5,38.90918,-77.05781
1003,559900,"1727 R St NW APT 402, Washington, DC 20009",20009,1,1,38.91285,-77.03954
1004,799900,"1473 Monroe St NW, Washington, DC 20010",20010,3,2,38.93226,-77.0351
1005,400000,"1763 Columbia Rd NW APT 407, Washington, DC 20009",20009,1,1,38.92369,-77.04157
1006,1999900,"1827 S St NW #5, Washington, DC 20009",20009,3,3,38.91434,-77.04255
1010,229000,"2615 4th St NE APT B3, Washington, DC 20002",20002,1,1,38.92401,-77.00021
1011,840000,"1515 Isherwood St NE, Washington, DC 20002",20002,8,4,38.89527,-76.98296
1012,3300000,"601 Massachusetts Ave NE, Washington, DC 20002",20002,8,6,38.89278,-76.99826
1014,445000,"2500 Q St NW APT 444, Washington, DC 20007",20007,1,1,38.91038,-77.05216
1015,429900,"1740 18th St NW APT 202, Washington, DC 20009",20009,1,1,38.91377,-77.04201
1017,795000,"3900 Watson Pl NW UNIT 7AH, Washington, DC 20016",20016,3,4,38.92811,-77.07814
1018,129000,"1440 W St NW #205, Washington, DC 20009",20009,1,1,38.91887,-77.03375
1019,1650000,"3213 O St NW, Washington, DC 20007",20007,4,2,38.90799,-77.06417
1020,1149900,"3009 17th St NE, Washington, DC 20018",20018,4,4,38.92886,-76.9806
1022,775000,"3607 Jamison St NE, Washington, DC 20018",20018,5,5,38.924465,-76.95437
1023,629900,"3714 Foote St NE, Washington, DC 20019",20019,4,3,38.89958,-76.95182
1027,930000,"616 E St NW #312, Washington, DC 20004",20004,2,3,38.89596,-77.02127
1028,635000,"2226 Otis St NE, Washington, DC 20018",20018,3,2,38.93528,-76.97292
1029,469000,"1708 16th NW #2, Washington, DC 20009",20009,1,1,38.913,-77.03696
1031,749900,"1644 Park Rd NW #4, Washington, DC 20010",20010,2,2,38.93194,-77.03774
1032,799000,"1270 Owen Pl NE, Washington, DC 20002",20002,3,2,38.90526,-76.98563
1033,315000,"3010 Wisconsin Ave NW APT 206, Washington, DC 20016",20016,1,1,38.92967,-77.07353
1034,650000,"1030 4th St NE, Washington, DC 20002",20002,2,1,38.90354,-77.0008
1035,999000,"503 Groff Ct NE, Washington, DC 20002",20002,3,3,38.8965,-77.0015
1036,800000,"525 Water St SW UNIT 319, Washington, DC 20024",20024,2,2,38.87585,-77.0206
1037,6900000,"3255 Prospect St NW #4, Washington, DC 20007",20007,3,4,38.90617,-77.06472
1039,2000000,"2709 N St NW #103, Washington, DC 20007",20007,2,3,38.90708,-77.05626
1040,684000,"315 19th St NE, Washington, DC 20002",20002,3,2,38.89404,-76.97697
1042,2895000,"1673 34th St NW, Washington, DC 20007",20007,6,5,38.91247,-77.06763
1043,1350000,"3108 16th St NW, Washington, DC 20010",20010,4,5,38.92897,-77.03686
1044,879000,"1510 6th St NW #1, Washington, DC 20001",20001,3,3,38.91014,-77.02025
1046,1499000,"1631 13th St NW APT 3, Washington, DC 20009",20009,3,2,38.91205,-77.02938
1047,499900,"560 N St SW APT N8912, Washington, DC 20024",20024,1,1,38.87443,-77.01933
1048,510000,"2220 20th St NW APT 45, Washington, DC 20009",20009,1,1,38.91882,-77.04625
1049,525000,"2001 16th St NW APT 206, Washington, DC 20009",20009,2,2,38.91783,-77.03615
1050,649900,"517 Montana Ave NE #401, Washington, DC 20017",20017,3,3,38.92505,-76.99913
1051,499000,"1308 L St SE UNIT 1, Washington, DC 20003",20003,2,2,38.877743,-76.98781
1052,519000,"245 15th St SE APT 204, Washington, DC 20003",20003,2,2,38.88586,-76.98388
1053,795000,"1628 D St SE, Washington, DC 20003",20003,2,2,38.88436,-76.98129
1055,399000,"2613 22nd St NE, Washington, DC 20018",20018,3,1,38.92418,-76.97391
1057,250000,"2720 Wisconsin Ave NW APT 302, Washington, DC 20007",20007,1,1,38.925705,-77.07337
1058,4750000,"2906 N St NW, Washington, DC 20007",20007,5,4,38.90671,-77.05851
1060,799000,"2411 20th St NW UNIT 9, Washington, DC 20009",20009,2,2,38.92132,-77.04668
1062,499000,"700 7th St SW APT 701, Washington, DC 20024",20024,2,2,38.88065,-77.02094
1066,1349000,"3141 24th St NE, Washington, DC 20018",20018,6,5,38.93054,-76.97189
1068,4500000,"2605 31st St NW, Washington, DC 20008",20008,5,5,38.92375,-77.06101
1069,1795000,"2744 Woodley Pl NW, Washington, DC 20008",20008,4,3,38.92667,-77.0524
1071,312500,"2939 Van Ness St NW APT 733, Washington, DC 20008",20008,1,1,38.94434,-77.06006
1072,579500,"1901 Wyoming Ave NW APT 75, Washington, DC 20009",20009,1,1,38.91859,-77.0455
1073,475000,"1002 Rhode Island Ave NE #4, Washington, DC 20018",20018,2,2,38.92281,-76.99207
1074,1095000,"1342 Irving St NW, Washington, DC 20010",20010,6,2,38.9284,-77.03116
1075,1725000,"1823 1/2 16th St NW, Washington, DC 20009",20009,3,4,38.915,-77.03621
1076,725000,"2224 13th St NW, Washington, DC 20009",20009,2,2,38.91984,-77.03
1078,999900,"136 Q St NW FLOOR 2, Washington, DC 20001",20001,3,3,38.91093,-77.0134
1079,624999,"440 NW R St NW #2, Washington, DC 20001",20001,2,2,38.91238,-77.01818
1080,1449000,"1241 G St NE, Washington, DC 20002",20002,4,4,38.89873,-76.98887
1082,471500,"2818 Connecticut Ave NW APT 11, Washington, DC 20008",20008,1,1,38.92704,-77.05406
1083,1049000,"2928 Carlton Ave NE, Washington, DC 20018",20018,6,4,38.92932,-76.96802
1084,1800000,"45 Sutton Sq SW UNIT 603, Washington, DC 20024",20024,2,2,38.87954,-77.02438
1085,849000,"1240 Columbia Rd NW #1, Washington, DC 20009",20009,4,3,38.92744,-77.02862
1086,799000,"27 17th St SE, Washington, DC 20003",20003,3,3,38.88904,-76.98101
1088,968500,"902 8th St NE, Washington, DC 20002",20002,3,4,38.9015,-76.99525
1089,549900,"910 M St NW APT 1105, Washington, DC 20001",20001,1,1,38.90539,-77.02457
1090,675000,"700 7th St SW APT 526, Washington, DC 20024",20024,3,2,38.88029,-77.02153
1091,599000,"3927 14th St NW #3, Washington, DC 20011",20011,2,2,38.93943,-77.03245
1092,1249000,"3604 11th St NW, Washington, DC 20010",20010,3,5,38.93478,-77.02872
1094,549999,"1730 L St NE #1, Washington, DC 20002",20002,2,2,38.90391,-76.97883
1099,695000,"801 Pennsylvania Ave NW APT 1220, Washington, DC 20004",20004,1,1,38.89452,-77.02353
1100,3290000,"3115 Normanstone Ter NW, Washington, DC 20008",20008,5,6,38.92401,-77.06271
1101,424900,"2001 I St NE UNIT 5, Washington, DC 20002",20002,2,2,38.90228,-76.97492
1102,775000,"203 17th St SE, Washington, DC 20003",20003,2,2,38.88739,-76.98102
1103,925000,"3251 Prospect St NW APT 409, Washington, DC 20007",20007,1,1,38.90618,-77.06491
1104,297700,"1421 Spring Rd NW #101, Washington, DC 20010",20010,2,1,38.93756,-77.03388
1106,418000,"1000 New Jersey Ave SE APT 824, Washington, DC 20003",20003,1,1,38.87801,-77.00433
1109,379700,"2122 California St NW UNIT 354, Washington, DC 20008",20008,1,1,38.91622,-77.04745
1110,1290000,"53 Quincy Pl NE, Washington, DC 20002",20002,4,4,38.91166,-77.00698
1111,102500,"1311 Delaware Ave SW APT S328, Washington, DC 20024",20024,1,1,38.87344,-77.01545
1112,1299000,"621 5th St NE, Washington, DC 20002",20002,5,6,38.89796,-76.99925
1113,719000,"14 P St NW #401, Washington, DC 20001",20001,3,2,38.9095,-77.00942
1117,645000,"2001 12th St NW APT 306, Washington, DC 20009",20009,2,2,38.917362,-77.02758
1118,4295000,"3101 Cathedral Ave NW, Washington, DC 20008",20008,7,9,38.92925,-77.06167
1119,570000,"41 Michigan Ave NE, Washington, DC 20002",20002,3,2,38.92659,-77.00746
1120,1195000,"1340 Jackson St NE, Washington, DC 20017",20017,5,4,38.92997,-76.98722
1121,469975,"3314 Ames St NE, Washington, DC 20019",20019,2,1,38.8908,-76.95968
1122,396500,"201 34th St NE, Washington, DC 20019",20019,2,2,38.8921,-76.95729
1123,634888,"355 I St SW APT 601, Washington, DC 20024",20024,2,2,38.87955,-77.01655
1124,564900,"2517 Ontario St NW #4, Washington, DC 20009",20009,2,1,38.923576,-77.040016
1125,379000,"1328 Bryant St NE #202, Washington, DC 20018",20018,2,2,38.92135,-76.98777
1127,390000,"1328 Bryant St NE APT 3, Washington, DC 20018",20018,2,2,38.92135,-76.98777
1128,2995000,"1604 13th St NW, Washington, DC 20009",20009,4,3,38.91162,-77.02991
1130,492500,"18 O St NW APT B, Washington, DC 20001",20001,2,2,38.90838,-77.00982
1131,15000000,"3210 R St NW, Washington, DC 20007",20007,5,8,38.91349,-77.06453
1132,1615000,"1555 33rd St NW, Washington, DC 20007",20007,2,3,38.91025,-77.06587
1133,7995000,"2011 Foxhall Rd NW, Washington, DC 20007",20007,7,9,38.917355,-77.08858
1134,6495000,"4849 Foxhall Cres NW, Washington, DC 20007",20007,6,6,38.92306,-77.092445
1135,630000,"3220 Grace St NW UNIT 1, Washington, DC 20007",20007,1,1,38.90388,-77.06382
1136,3495000,"1416 34th St NW, Washington, DC 20007",20007,4,4,38.90834,-77.06805
1137,380000,"1801 16th St NW APT 305, Washington, DC 20009",20009,2,2,38.91437,-77.036
1139,8195000,"2211 Massachusetts Ave NW, Washington, DC 20008",20008,5,9,38.9121,-77.04939
1140,684000,"23 O St SW #23, Washington, DC 20024",20024,3,3,38.87318,-77.0104
1141,630000,"1415 Downing St NE, Washington, DC 20018",20018,3,3,38.92158,-76.98397
1142,400000,"3001 Veazey Ter NW APT 120, Washington, DC 20008",20008,2,2,38.94491,-77.06184
1143,485000,"1435 Euclid St NW APT 1, Washington, DC 20009",20009,2,2,38.9238,-77.03333
1144,469000,"2721 13th St NW APT 1, Washington, DC 20009",20009,2,2,38.92532,-77.02943
1145,675000,"3712 24th St NE, Washington, DC 20018",20018,3,2,38.9356,-76.97239
1147,425000,"3000 Tilden St NW APT 103I, Washington, DC 20008",20008,2,1,38.94072,-77.06198
1148,2799900,"4525 Grant Rd NW, Washington, DC 20016",20016,6,7,38.94831,-77.07608
1149,497000,"2735 31st Pl NE #2735, Washington, DC 20018",20018,3,4,38.92493,-76.96125
1150,310000,"2707 31st Pl NE #2707, Washington, DC 20018",20018,3,3,38.92459,-76.96156
1152,498000,"1930 New Hampshire Ave NW #1, Washington, DC 20009",20009,2,2,38.91636,-77.03758
1154,1399900,"3521 35th St NW, Washington, DC 20016",20016,4,3,38.93707,-77.0684
1155,425000,"2228 13th St NW #1, Washington, DC 20009",20009,2,2,38.919952,-77.02996
1156,1825000,"2906 Ordway St NW, Washington, DC 20008",20008,3,3,38.93543,-77.06028
1157,2099999,"2930 Newark St NW, Washington, DC 20008",20008,5,3,38.93398,-77.05867
1159,650000,"2008 16th St NW APT 300, Washington, DC 20009",20009,2,2,38.91749,-77.03692
1160,399900,"2829 Connecticut Ave NW APT 401, Washington, DC 20008",20008,1,1,38.92761,-77.05352
1162,260000,"105 6th St SE APT B1, Washington, DC 20003",20003,1,1,38.88854,-76.99862
1163,1835000,"144 Tennessee Ave NE, Washington, DC 20002",20002,5,5,38.89149,-76.98928
1164,320000,"3900 Cathedral Ave NW APT 301A, Washington, DC 20016",20016,1,1,38.92871,-77.07903
1165,3650000,"440 New Jersey Ave SE, Washington, DC 20003",20003,7,6,38.88398,-77.0065
1167,660000,"1300 4th St SE #315, Washington, DC 20003",20003,2,2,38.8746,-77.00034
1168,1090000,"3102 S Dakota Ave NE, Washington, DC 20018",20018,4,4,38.92986,-76.97086
1170,825000,"2404 2nd St NE, Washington, DC 20002",20002,3,4,38.92153,-77.00374
1171,589900,"355 I St SW APT 209, Washington, DC 20024",20024,2,2,38.87955,-77.01655
1173,450000,"912 F St NW APT 101, Washington, DC 20004",20004,1,1,38.89716,-77.02481
1174,3399999,"3541 Ordway St NW, Washington, DC 20016",20016,5,6,38.9366,-77.0704
1175,479999,"1725 Lanier Pl NW APT 6D, Washington, DC 20009",20009,2,1,38.92596,-77.04062
1176,450000,"3505 24th St NE, Washington, DC 20018",20018,2,2,38.9334,-76.97192
1178,850000,"629 Harvard St NW, Washington, DC 20001",20001,4,4,38.927387,-77.02211
1179,725000,"847 20th St NE, Washington, DC 20002",20002,4,4,38.90145,-76.97486
1180,1199000,"913 Emerson St NW, Washington, DC 20011",20011,5,4,38.94994,-77.02627
1181,4995000,"3150 S St NW, Washington, DC 20007",20007,4,4,38.90329,-77.0622
1182,329000,"777 7th St NW APT 608, Washington, DC 20001",20001,1,1,38.8995,-77.02173
1183,624400,"26 N St SW, Washington, DC 20024",20024,2,2,38.87445,-77.0104
1184,797000,"2869 28th St NW #203, Washington, DC 20008",20008,2,2,38.92831,-77.05626
1185,1350000,"902 Westminster St NW, Washington, DC 20001",20001,5,5,38.91463,-77.02421
1186,799900,"1357 Emerald St NE, Washington, DC 20002",20002,3,2,38.89654,-76.98651
1187,580000,"4725 3rd Pl NW APT 4, Washington, DC 20011",20011,2,2,38.94822,-77.01632
1189,1350000,"1524 Allison St NW, Washington, DC 20011",20011,5,5,38.94482,-77.03576
1190,299000,"3320 M St SE, Washington, DC 20019",20019,3,1,38.87592,-76.95929
1192,349900,"3435 Summit Ct NE #3435, Washington, DC 20018",20018,2,1,38.92853,-76.95851
1196,425000,"749 Gallatin St NE, Washington, DC 20017",20017,2,1,38.95207,-76.99464
1199,425000,"4430 Foote St NE, Washington, DC 20019",20019,3,2,38.8977,-76.937675
1200,720000,"3808 Hansberry Ct NE, Washington, DC 20018",20018,4,4,38.92294,-76.95089
1204,749999,"3401 Massachusetts Ave SE, Washington, DC 20019",20019,5,3,38.876,-76.95726
1205,465000,"4022 Blaine St NE, Washington, DC 20019",20019,3,2,38.89209,-76.94612
1211,119500,"4800 C St SE APT 101, Washington, DC 20019",20019,2,1,38.88596,-76.93396
1213,350000,"4502 Brooks St NE, Washington, DC 20019",20019,2,1,38.89339,-76.93724
1219,599000,"5120 B St SE, Washington, DC 20019",20019,4,4,38.88646,-76.92734
1220,419900,"4307 G St SE, Washington, DC 20019",20019,3,2,38.88034,-76.94181
1226,499900,"1319 49th St NE, Washington, DC 20019",20019,3,3,38.90784,-76.93135
1228,280000,"5027 Benning Rd SE, Washington, DC 20019",20019,4,2,38.878094,-76.93139
1231,768000,"1376 Sheridan St NW, Washington, DC 20011",20011,5,4,38.96592,-77.03273
1232,774900,"5217 New Hampshire Ave NW, Washington, DC 20011",20011,3,4,38.95394,-77.01089
1234,679000,"816 Madison St NW, Washington, DC 20011",20011,3,4,38.95825,-77.02483
1235,450000,"5008 Bass Pl SE, Washington, DC 20019",20019,3,2,38.8861,-76.92988
1241,119999,"514 Ridge Rd SE APT 311, Washington, DC 20019",20019,2,1,38.88261,-76.94638
1242,525000,"456 Burbank St SE, Washington, DC 20019",20019,3,3,38.88368,-76.94285
1244,470000,"5019 Kimi Gray Ct SE, Washington, DC 20019",20019,3,3,38.88199,-76.93031
1248,729900,"727 Roxboro Pl NW, Washington, DC 20011",20011,3,4,38.9657,-77.02367
1249,184900,"4922 Jay St NE, Washington, DC 20019",20019,2,1,38.90192,-76.93031
1252,499999,"4112 Gault Pl NE, Washington, DC 20019",20019,4,3,38.89924,-76.94375
1254,374900,"44 Burns St NE, Washington, DC 20019",20019,3,1,38.89104,-76.95063
1256,500000,"4414 Edson Pl NE, Washington, DC 20019",20019,4,2,38.89698,-76.93857
1258,599900,"800 46th St NE, Washington, DC 20019",20019,3,3,38.90011,-76.93683
1259,450000,"4525 Edson Pl NE, Washington, DC 20019",20019,3,2,38.89652,-76.93623
1260,899000,"5310 8th St NW, Washington, DC 20011",20011,3,3,38.9546,-77.0242
1261,999900,"5425 4th St NW, Washington, DC 20011",20011,4,5,38.95623,-77.01756
1262,1795000,"1334 Wallach Pl NW, Washington, DC 20009",20009,4,4,38.91616,-77.03086
1263,629900,"1818 M St NE, Washington, DC 20002",20002,3,3,38.90585,-76.97736
1264,469000,"804 Taylor St NW APT 303, Washington, DC 20011",20011,2,2,38.94071,-77.02377
1267,1229999,"2125 14th St NW #323WAREHOUSE, Washington, DC 20009",20009,3,3,38.91859,-77.03163
1268,899000,"121 Webster St NW, Washington, DC 20011",20011,4,2,38.944626,-77.01354
