id,full_address,zipcode,latitude,longitude,property_type,price,amenities
15958616,"931 11th St NE, Washington, DC 20002, USA",20002,38.90229415893555,-76.99140167236328,Entire Guest Suite,96.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Essentials', 'TV', 'Long term stays allowed', 'Dishes and silverware', 'Free washer – In unit', 'Dishwasher', 'Coffee maker', 'Dedicated workspace', 'Free dryer – In unit', 'Pack ’n play/Travel crib', 'Private patio or balcony', 'Carbon monoxide alarm', 'Stove', 'Private backyard – Fully fenced', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Keypad', 'First aid kit', 'Iron', 'Heating', 'Pets allowed']"
15981013,"1655 Rosedale St NE, Washington, DC 20002, USA",20002,38.89711,-76.98074,Entire Rental Unit,76.0,"['Hot water', 'AC - split type ductless system', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Hair dryer', 'Hangers', 'Essentials', 'Fast wifi – 149 Mbps', 'Hot water kettle', 'Toaster', 'Dishes and silverware', 'Free washer – In unit', 'Body soap', 'Kitchenette', 'Shower gel', 'Books and reading material', 'Free dryer – In unit', 'Bed linens', 'Clothing storage', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Shared patio or balcony', 'Wine glasses', 'Exterior security cameras on property', 'HDTV with Roku', 'Coffee maker: Nespresso', 'Iron', 'Heating', 'Portable fans', 'Drying rack for clothing', 'Coffee', 'Lockbox', 'Conditioner', 'Cleaning products']"
16148686,"24 Franklin St NE, Washington, DC 20002, USA",20002,38.92545,-77.00795,Entire Rental Unit,105.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dishwasher', 'Coffee maker', 'Extra pillows and blankets', 'Dedicated workspace', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Shared patio or balcony', 'Exterior security cameras on property', 'First aid kit', 'Iron', 'Heating', 'Free parking on premises', 'Lockbox', 'Dryer']"
16284824,"726 6th St NE, Washington, DC 20002, USA",20002,38.89963,-76.99885,Entire Rental Unit,125.0,"['Usually Kirkland Signature or Dove conditioner', 'Paid street parking off premises', 'Ceiling fan', 'Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Shared backyard – Fully fenced', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Outlet covers', 'Usually Kirkland Signature or Dove body soap', 'Hot water kettle', 'Toaster', 'Smart lock', 'Courtyard view', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Dishwasher', 'Coffee maker', 'Fire pit', 'Shower gel', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Fast wifi – 312 Mbps', 'Bed linens', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Other electric stove', 'HDTV with premium cable, standard cable, DVD player', 'Exterior security cameras on property', 'Wine glasses', 'Private entrance', 'Shared patio or balcony', 'Bathtub', 'First aid kit', 'Iron', 'Clothing storage: closet and dresser', 'Portable fans', 'Usually Kirkland Signature or Dove shampoo', 'Single level home', 'Pets allowed', 'Free parking on premises', 'Blender', 'Coffee', 'Cleaning products']"
16335709,"513 Constitution Ave NE, Washington, DC 20002, USA",20002,38.8919,-76.99892,Entire Rental Unit,169.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Shared backyard – Fully fenced', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'Dishes and silverware', 'Free washer – In unit', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Crib', 'Dedicated workspace', 'Free dryer – In unit', 'TV with standard cable', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Shared patio or balcony', 'Keypad', 'First aid kit', 'Iron', 'Heating', 'Free parking on premises']"
16380562,"326 15th St NE, Washington, DC 20002, USA",20002,38.89433,-76.98368,Private Room In Townhouse,76.0,"['Hot water', 'Fire extinguisher', 'Smoke alarm', 'Bread maker', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Laundromat nearby', 'Hot water kettle', 'Toaster', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Shower gel', 'Lock on bedroom door', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Fast wifi – 235 Mbps', 'Bed linens', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'Conditioner', 'First aid kit', 'Iron', 'Portable fans', 'Portable heater', 'Coffee', 'Coffee maker: drip coffee maker', 'Clothing storage: closet', 'Cleaning products']"
16381317,"1433 E St NE, Washington, DC 20002, USA",20002,38.8961,-76.98422,Private Room In Townhouse,95.0,"['Hot water', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Hot water kettle', 'Fast wifi – 251 Mbps', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Shower gel', 'Lock on bedroom door', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Bed linens', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'First aid kit', 'Iron', 'Portable fans', 'Free parking on premises', 'Portable heater', 'Coffee', 'Coffee maker: drip coffee maker', 'Conditioner', 'Cleaning products']"
16472693,"919 12th St NE, Washington, DC 20002, USA",20002,38.90199,-76.9897,Entire Townhouse,129.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Hair dryer', 'Hangers', 'Essentials', 'Smart lock', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Board games', 'Wifi – 36 Mbps', 'Shower gel', 'Extra pillows and blankets', 'Stainless steel oven', 'Dedicated workspace', 'Bed linens', 'Private patio or balcony', 'Clothing storage', 'Air conditioning', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Kitchen', 'Exterior security cameras on property', 'Conditioner', 'Outdoor dining area', 'Bathtub', 'Iron', 'Heating', 'Gas stove', 'Pets allowed', 'Blender', 'Coffee', 'Coffee maker: drip coffee maker', 'Dryer', 'Cleaning products']"
16518770,"341 Rear 15th St NE, Washington, DC 20002, USA",20002,38.89414,-76.98288,Entire Townhouse,128.0,"['Hot water', 'Freezer', 'Refrigerator', 'Backyard', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'Toaster', 'TV', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', 'Coffee maker', 'Board games', 'Luggage dropoff allowed', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Clothing storage: wardrobe', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Carbon monoxide alarm', 'Stove', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Children’s dinnerware', 'Wine glasses', 'Exterior security cameras on property', 'Shared patio or balcony', 'First aid kit', 'Iron', 'Heating', 'Single level home', 'Coffee', 'Lockbox', 'Conditioner']"
16605239,"1700 Benning Rd NE, Washington, DC 20002, USA",20002,38.89962,-76.97918,Entire Guest Suite,62.0,"['Hot water', 'Refrigerator', 'Backyard', 'Fire extinguisher', 'Smoke alarm', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Smart lock', 'Long term stays allowed', 'Dishes and silverware', 'Coffee maker', 'TV with standard cable', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'First aid kit', 'Iron', 'Heating', 'Free parking on premises']"
16613766,"519 H St NE, Washington, DC 20002, USA",20002,38.9001,-76.99877,Entire Rental Unit,180.0,"['First aid kit', 'Iron', 'TV with standard cable', 'Heating', 'Smoke alarm', 'Air conditioning', 'Carbon monoxide alarm', 'Hair dryer', 'Wifi', 'Hangers', 'Kitchen', 'Essentials']"
16629472,"1526 D St NE, Washington, DC 20002, USA",20002,38.89491,-76.98266,Entire Rental Unit,92.0,"['Hot water', 'Freezer', 'Game console', 'Refrigerator', 'Backyard', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Wifi', 'Radiant heating', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Heating - split type ductless system', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'Dishes and silverware', 'Free washer – In unit', 'Body soap', 'Exercise equipment: free weights, yoga mat', 'Coffee maker', 'Board games', 'Luggage dropoff allowed', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Free dryer – In unit', 'HDTV with standard cable, Roku', 'Bed linens', 'Mini fridge', 'Pack ’n play/Travel crib', 'Private patio or balcony', 'Air conditioning', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Children’s dinnerware', 'Outdoor dining area', 'Iron', 'Clothing storage: closet and dresser', 'Portable fans', 'Single level home', 'Conditioner']"
16684913,"248 11th St NE, Washington, DC 20002, USA",20002,38.89342,-76.9918,Entire Rental Unit,159.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Shared backyard – Fully fenced', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'BBQ grill', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Host greets you', 'Coffee maker', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Free dryer – In unit', 'Bed linens', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Stove', 'Outdoor furniture', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Shared patio or balcony', '47 inch HDTV with premium cable, Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku', 'Outdoor dining area', 'Baby safety gates', 'Iron', 'Heating', 'Portable fans', 'Free parking on premises', 'Blender', 'Coffee', 'Lockbox']"
16738134,"1207 H St NE, Washington, DC 20002, USA",20002,38.90011,-76.99006,Entire Guesthouse,185.0,"['Ceiling fan', 'Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Record player', 'Baking sheet', 'Cooking basics', 'Free street parking', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'BBQ grill', 'Toaster', 'Long term stays allowed', 'Free parking on premises', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', 'Private gym in building', 'Barbecue utensils', 'Fire pit', 'Coffee maker: Nespresso, pour-over coffee', 'Samsung stainless steel gas stove', 'Shower gel', 'Luggage dropoff allowed', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'High chair', 'HDTV with standard cable, Hulu, HBO Max, premium cable, Amazon Prime Video, Netflix', 'Free dryer – In unit', 'Bed linens', 'Pack ’n play/Travel crib', 'Private patio or balcony', 'Clothing storage', 'Carbon monoxide alarm', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Children’s dinnerware', 'Babysitter recommendations', 'Wine glasses', 'Trash compactor', 'Private entrance', 'Pets allowed', 'Keypad', 'Outdoor dining area', 'Baby safety gates', 'First aid kit', 'Sound system', 'Iron', 'Pocket wifi', 'Fast wifi – 529 Mbps', 'Exercise equipment: free weights, treadmill, yoga mat', 'Ethernet connection', 'Garden view', 'Blender', 'Coffee', 'Indoor fireplace', 'Conditioner', 'Cleaning products']"
16764417,"327 G St NE, Washington, DC 20002, USA",20002,38.89863,-77.00105,Entire Rental Unit,122.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Window AC unit', 'Cooking basics', 'Hair dryer', 'Hangers', 'Window guards', 'Essentials', 'Hot water kettle', 'BBQ grill', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Dedicated workspace', 'Fast wifi – 175 Mbps', 'TV with standard cable', 'Bed linens', 'Carbon monoxide alarm', 'Stove', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Shared patio or balcony', 'Outdoor dining area', 'Paid parking garage off premises', 'Iron', 'Heating', 'Lockbox']"
16821423,"1354 Queen St NE, Washington, DC 20002, USA",20002,38.90529,-76.98236,Entire Rental Unit,70.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'TV', 'Washer', 'Dishes and silverware', 'Coffee maker', 'Extra pillows and blankets', 'Bed linens', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'First aid kit', 'Iron', 'Heating', 'Pets allowed', 'Lockbox', 'Dryer']"
17210375,"1008 9th St NE, Washington, DC 20002, USA",20002,38.90297,-76.99387,Entire Rental Unit,107.0,"['Hot water', 'Game console', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Long term stays allowed', 'Dishes and silverware', 'Coffee maker', 'Luggage dropoff allowed', 'Patio or balcony', 'TV with standard cable', 'Pack ’n play/Travel crib', 'Air conditioning', 'Carbon monoxide alarm', 'Children’s books and toys', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Keypad', 'Bathtub', 'First aid kit', 'Iron', 'Heating']"
17231793,"645 8th St NE, Washington, DC 20002, USA",20002,38.89862,-76.99468,Entire Guest Suite,92.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Fast wifi – 307 Mbps', 'Cooking basics', 'Shared backyard – Fully fenced', 'Free street parking', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'Toaster', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', 'GE stainless steel electric stove', 'Dishwasher', '55 inch HDTV with standard cable, Netflix, Amazon Prime Video, HBO Max, Apple TV, Disney+, Hulu', 'Luggage dropoff allowed', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Stainless steel oven', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Coffee maker: Keurig coffee machine, pour-over coffee', 'Bed linens', 'Private patio or balcony', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'Bathtub', 'First aid kit', 'Iron', 'Noise decibel monitors on property', 'Portable fans', 'Blender', 'Coffee', 'Conditioner', 'Cleaning products']"
17787277,"1100 E St NE, Washington, DC 20002, USA",20002,38.89634,-76.99133,Entire Rental Unit,121.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Coffee maker', 'Shower gel', 'Patio or balcony', 'Dedicated workspace', 'Bed linens', 'Pack ’n play/Travel crib', 'Clothing storage', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Exterior security cameras on property', 'Keypad', 'Conditioner', 'Iron', 'Heating', 'Coffee', 'Dryer']"
18096306,"1140 6th St NE, Washington, DC 20002, USA",20002,38.90511,-76.99892,Entire Guest Suite,165.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Window AC unit', 'Wifi', 'Cooking basics', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Essentials', 'Outlet covers', 'Hot water kettle', 'Toaster', 'Smart lock', 'Dishes and silverware', 'Free washer – In unit', 'Body soap', 'Dishwasher', 'Coffee maker', 'High chair - always at the listing', 'Paid parking off premises', 'Extra pillows and blankets', 'Crib', 'Bed linens', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Stove', 'Children’s books and toys', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Children’s dinnerware', 'Wine glasses', 'Private entrance', 'Conditioner', 'HDTV with Roku', 'First aid kit', 'Iron', 'Heating', 'Clothing storage: closet and dresser', 'Portable fans', 'Coffee', 'Dryer', 'Cleaning products']"
18105893,"819 8th St NE, Washington, DC 20002, USA",20002,38.90088,-76.99458,Entire Guest Suite,182.0,"['Hot water', 'Freezer', '50 inch HDTV with Fire TV, DVD player', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Ginger Lily Farms Organics body soap', 'Free washer – In unit', 'Dishwasher', 'Coffee maker', 'Board games', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Crib', 'Central heating', 'Dedicated workspace', 'Baby bath', 'Free dryer – In unit', ' Ginger Lily Farms Organics shampoo', 'Bed linens', 'Clothing storage: walk-in closet, closet, and dresser', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Self check-in', 'Children’s books and toys', 'Microwave', 'Oven', 'Kitchen', 'Children’s dinnerware', 'Babysitter recommendations', 'Wine glasses', 'Private entrance', 'Paid parking garage off premises', 'First aid kit', 'Iron', 'Single level home', 'Electric stove', 'Free parking on premises', 'Coffee', 'Conditioner', 'Cleaning products']"
18180500,"1108 Holbrook St NE, Washington, DC 20002, USA",20002,38.90107,-76.98503,Entire Rental Unit,80.0,"['HDTV', 'Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Window AC unit', 'Wifi', 'Cooking basics', 'Hangers', 'Essentials', 'Hot water kettle', 'Shared backyard', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dishwasher', 'Dedicated workspace', 'Dryer', 'Lockbox', 'Bed linens', 'Mini fridge', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'First aid kit', 'Heating', 'Coffee maker: drip coffee maker', 'Clothing storage: closet', 'Cleaning products']"
18408563,"1922 E St NE, Washington, DC 20002, USA",20002,38.89616,-76.9765,Entire Townhouse,139.0,"['Ceiling fan', 'Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'GE gas stove', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', '48 inch HDTV with Roku', 'Free driveway parking on premises', 'Dishwasher', 'Coffee maker', 'Barbecue utensils', 'Private backyard – Not fully fenced', 'Luggage dropoff allowed', 'Books and reading material', 'Extra pillows and blankets', 'Crib', 'Dedicated workspace', 'High chair', 'BBQ grill: electric', 'Free dryer – In unit', 'Bed linens', 'Pack ’n play/Travel crib', 'Private patio or balcony', 'Carbon monoxide alarm', 'Outdoor furniture', 'Children’s books and toys', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Children’s dinnerware', 'Wine glasses', 'Private entrance', 'Pets allowed', 'Keypad', 'Outdoor dining area', 'Bathtub', 'First aid kit', 'Iron', 'Heating', 'Clothing storage: closet and dresser', 'Portable fans', 'Ethernet connection', 'Blender', 'Conditioner', 'Cleaning products']"
18746031,"111 5th St NE, Washington, DC 20002, USA",20002,38.89135,-76.99921,Private Room In Home,96.0,"['Hot water', 'Refrigerator', 'Backyard', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Smart lock', 'TV', 'Washer', 'Dishes and silverware', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Shower gel', 'Lock on bedroom door', 'Paid parking off premises', 'Extra pillows and blankets', 'Patio or balcony', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Exterior security cameras on property', 'Bathtub', 'First aid kit', 'Iron', 'Heating', 'Pets allowed', 'Dryer']"
18914687,"611 Massachusetts Ave NE, Washington, DC 20002, USA",20002,38.89259,-76.99799,Entire Rental Unit,268.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Window AC unit', 'Wifi', 'Cooking basics', 'Hair dryer', 'Shared backyard – Fully fenced', 'Hangers', 'Laundromat nearby', 'Essentials', 'Toaster', 'Free parking on premises', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Shower gel', 'Paid parking off premises', 'Extra pillows and blankets', 'Crib', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Exterior security cameras on property', 'Shared patio or balcony', 'Keypad', 'First aid kit', 'Iron', 'Heating', 'TV with Roku', 'Portable fans', 'Garden view', 'Coffee', 'Clothing storage: closet']"
19038305,"241 9th St NE, Washington, DC 20002, USA",20002,38.8931,-76.99336,Entire Rental Unit,156.0,"['Ceiling fan', 'Hot water', 'Freezer', 'Fire extinguisher', 'Coffee maker: Keurig coffee machine', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Laundromat nearby', 'Neutrogena shampoo', 'Essentials', 'GE electric stove', 'Hot water kettle', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Dishwasher', 'Board games', 'Luggage dropoff allowed', 'Shower gel', 'TV with Apple TV, Netflix, premium cable', 'GE refrigerator', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Private patio or balcony', 'Carbon monoxide alarm', 'Breakfast', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Keypad', 'Bathtub', 'First aid kit', 'Pantene conditioner', 'Iron', 'Portable fans', 'Drying rack for clothing', 'Clothing storage: wardrobe and dresser', 'Cleaning products']"
19070844,"609 Massachusetts Ave NE, Washington, DC 20002, USA",20002,38.89265,-76.99809,Entire Rental Unit,282.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Window AC unit', 'Wifi', 'Cooking basics', 'Hair dryer', 'Hangers', 'Essentials', 'TV', 'Free parking on premises', 'Dishes and silverware', 'Free dryer – In building', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Crib', 'Dedicated workspace', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Stove', 'Children’s books and toys', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Kitchen', 'Shared patio or balcony', 'Exterior security cameras on property', 'Keypad', 'First aid kit', 'Iron', 'Heating', 'Free washer – In building', 'Garden view', 'Indoor fireplace']"
19181932,"1347 Childress St NE, Washington, DC 20002, USA",20002,38.90578,-76.98276,Entire Guest Suite,90.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Pack ’n play/Travel crib - available upon request', 'Central air conditioning', 'Laundromat nearby', 'Essentials', 'BBQ grill', 'Dishes and silverware', 'Free washer – In unit', 'Coffee maker', 'Board games', 'Children’s books and toys for ages 0-2 years old and 2-5 years old', 'Paid parking off premises', 'Dedicated workspace', 'Mini fridge', 'Carbon monoxide alarm', 'Private backyard – Fully fenced', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Wine glasses', 'Babysitter recommendations', 'Exterior security cameras on property', 'Keypad', 'Baby monitor - available upon request', 'HDTV with Roku', 'First aid kit', 'Iron', 'Heating', 'Portable fans', 'Pets allowed', 'Free parking on premises', 'Coffee', 'Dryer']"
19500901,"624 7th St NE, Washington, DC 20002, USA",20002,38.89826,-76.9963,Entire Rental Unit,157.0,"['Hot water', 'Refrigerator', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Long term stays allowed', 'Dishes and silverware', 'Dishwasher', 'Coffee maker', 'Extra pillows and blankets', 'Dedicated workspace', 'TV with standard cable', 'Bed linens', 'Pack ’n play/Travel crib', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Iron', 'Heating', 'Free parking on premises', 'Lockbox']"
19503995,"609 Massachusetts Ave NE, Washington, DC 20002, USA",20002,38.89265,-76.99809,Entire Rental Unit,196.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Window AC unit', 'Wifi', 'Cooking basics', 'Hair dryer', 'Shared backyard – Fully fenced', 'Hangers', 'Laundromat nearby', 'Essentials', 'BBQ grill', 'Courtyard view', 'Dishes and silverware', 'Free dryer – In building', 'Dining table', 'Body soap', 'Free parking on premises', 'Luggage dropoff allowed', 'Shower gel', 'Crib', 'Dedicated workspace', 'Bed linens', 'Mini fridge', 'Pack ’n play/Travel crib', 'Private patio or balcony', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Kitchen', 'Exterior security cameras on property', 'Keypad', 'Bathtub', 'First aid kit', 'Coffee maker: Nespresso', 'Paid parking garage off premises', 'Iron', 'Heating', 'TV with Roku', 'Free washer – In building', 'Portable fans', 'Garden view', 'Indoor fireplace']"
